里程樁,路線名稱,Lon,Lat,海拔(m),方向,KM2,類別
029K+700,國10,120.4934283,22.83464188,68.84,M,029K+700,國道
029K+800,國10,120.4939033,22.83543016,68.7,M,029K+800,國道
029K+900,國10,120.4943357,22.83623932,68.52,M,029K+900,國道
030K+000,國10,120.4947185,22.83706956,68.31,M,030K+000,國道
030K+100,國10,120.4950568,22.83791627,67.86,M,030K+100,國道
030K+200,國10,120.4953451,22.83877875,67.53,M,030K+200,國道
030K+300,國10,120.4955829,22.83965428,67.43,M,030K+300,國道
030K+400,國10,120.4957724,22.84053991,67.54,M,030K+400,國道
030K+500,國10,120.4959101,22.84143375,67.89,M,030K+500,國道
030K+600,國10,120.4959974,22.84233295,68.4,M,030K+600,國道
030K+700,國10,120.4960179,22.84323552,68.98,M,030K+700,國道
030K+800,國10,120.4959567,22.84413639,69.41,M,030K+800,國道
030K+900,國10,120.4958143,22.84502946,69.57,M,030K+900,國道
031K+000,國10,120.4955941,22.84590884,69.55,M,031K+000,國道
031K+100,國10,120.4953249,22.84677675,69.25,M,031K+100,國道
031K+200,國10,120.4950645,22.84764689,68.87,M,031K+200,國道
031K+300,國10,120.494862,22.84852986,68.62,M,031K+300,國道
031K+400,國10,120.4947393,22.8494255,68.26,M,031K+400,國道
031K+500,國10,120.4947009,22.85032747,68.19,M,031K+500,國道
031K+600,國10,120.4947406,22.85122945,68.32,M,031K+600,國道
031K+700,國10,120.4948339,22.85212829,68.69,M,031K+700,國道
031K+800,國10,120.4949287,22.85302702,69.13,M,031K+800,國道
031K+900,國10,120.4949653,22.85392906,69.68,M,031K+900,國道
032K+000,國10,120.4948912,22.85482861,70.24,M,032K+000,國道
032K+100,國10,120.4946948,22.85571244,70.74,M,032K+100,國道
032K+200,國10,120.494384,22.85656769,71.15,M,032K+200,國道
032K+300,國10,120.4939562,22.85737812,71.44,M,032K+300,國道
032K+400,國10,120.4934389,22.85814293,71.7,M,032K+400,國道
032K+500,國10,120.4928714,22.85887702,71.66,M,032K+500,國道
032K+600,國10,120.492314,22.85961748,71.52,M,032K+600,國道
032K+700,國10,120.4918511,22.86041123,71.44,M,032K+700,國道
032K+800,國10,120.4915299,22.86126268,71.24,M,032K+800,國道
032K+900,國10,120.4913604,22.86215094,70.84,M,032K+900,國道
033K+000,國10,120.4913459,22.86305265,70.63,M,033K+000,國道
033K+100,國10,120.4914896,22.86394479,70.44,M,033K+100,國道
033K+200,國10,120.4917852,22.8648041,70.18,M,033K+200,國道
033K+300,國10,120.4922248,22.86560894,70.0,M,033K+300,國道
033K+400,國10,120.4927889,22.86634464,69.77,M,033K+400,國道
033K+500,國10,120.4933976,22.86704975,69.57,M,033K+500,國道
033K+600,國10,120.4940057,22.86775524,69.35,M,033K+600,國道
033K+700,國10,120.4945522,22.86850253,69.06,M,033K+700,國道
033K+764,國10,120.4948413,22.86901428,68.93,M,033K+764,國道
000K+000,國1,121.7357847,25.12289475,51.04,M,000K+000,國道
000K+100,國1,121.7353083,25.12210391,54.44,M,000K+100,國道
000K+200,國1,121.7347695,25.12134675,56.53,M,000K+200,國道
000K+300,國1,121.7341543,25.1206393,58.24,M,000K+300,國道
000K+400,國1,121.7334819,25.11997619,59.75,M,000K+400,國道
000K+500,國1,121.7327743,25.11934397,60.37,M,000K+500,國道
000K+600,國1,121.7320302,25.11874792,60.59,M,000K+600,國道
000K+700,國1,121.73126,25.11817937,60.59,M,000K+700,國道
000K+800,國1,121.7305038,25.11759582,60.19,M,000K+800,國道
000K+900,國1,121.7298103,25.11695137,59.09,M,000K+900,國道
001K+000,國1,121.7291954,25.11624361,57.4,M,001K+000,國道
001K+100,國1,121.7286422,25.11549523,55.61,M,001K+100,國道
001K+200,國1,121.7281601,25.11470671,53.98,M,001K+200,國道
001K+300,國1,121.7277503,25.11388497,52.67,M,001K+300,國道
001K+400,國1,121.7273932,25.11304288,51.7,M,001K+400,國道
001K+500,國1,121.7270462,25.11219722,51.18,M,001K+500,國道
001K+600,國1,121.7267012,25.1113509,50.79,M,001K+600,國道
001K+700,國1,121.7263561,25.11050457,50.4,M,001K+700,國道
001K+800,國1,121.7260111,25.10965824,50.0,M,001K+800,國道
001K+900,國1,121.7256661,25.10881191,49.61,M,001K+900,國道
002K+000,國1,121.725321,25.10796557,49.22,M,002K+000,國道
002K+100,國1,121.7249737,25.10712002,48.84,M,002K+100,國道
002K+200,國1,121.7245937,25.10628645,48.42,M,002K+200,國道
002K+300,國1,121.7241111,25.10549894,48.05,M,002K+300,國道
002K+400,國1,121.7234812,25.10480421,48.35,M,002K+400,國道
002K+500,國1,121.7227109,25.10423872,49.32,M,002K+500,國道
002K+600,國1,121.7218345,25.10381945,50.89,M,002K+600,國道
002K+700,國1,121.7208964,25.10352948,52.44,M,002K+700,國道
002K+800,國1,121.7199361,25.10330558,53.36,M,002K+800,國道
002K+900,國1,121.7189727,25.10309245,53.24,M,002K+900,國道
003K+000,國1,121.7180092,25.10287932,53.12,M,003K+000,國道
003K+100,國1,121.7170458,25.10266618,53.0,M,003K+100,國道
003K+200,國1,121.7160824,25.10245303,52.89,M,003K+200,國道
003K+300,國1,121.715119,25.10223988,52.77,M,003K+300,國道
003K+400,國1,121.7141556,25.10202671,52.65,M,003K+400,國道
003K+500,國1,121.7131922,25.10181355,52.53,M,003K+500,國道
003K+600,國1,121.7122292,25.10159893,52.46,M,003K+600,國道
003K+700,國1,121.7112796,25.1013406,52.94,M,003K+700,國道
003K+800,國1,121.7103642,25.10099558,53.22,M,003K+800,國道
003K+900,國1,121.7095031,25.10054971,53.35,M,003K+900,國道
004K+000,國1,121.708708,25.10001172,53.33,M,004K+000,國道
004K+100,國1,121.7079711,25.09940797,53.1,M,004K+100,國道
004K+200,國1,121.7072494,25.09878907,52.67,M,004K+200,國道
004K+300,國1,121.7064873,25.09821251,52.16,M,004K+300,國道
004K+400,國1,121.705644,25.09774044,51.68,M,004K+400,國道
004K+500,國1,121.7047068,25.09745379,50.79,M,004K+500,國道
004K+600,國1,121.7037225,25.09737138,49.64,M,004K+600,國道
004K+700,國1,121.702737,25.09746448,48.39,M,004K+700,國道
004K+800,國1,121.7017534,25.09757617,47.02,M,004K+800,國道
004K+900,國1,121.7007638,25.09758075,45.6,M,004K+900,國道
005K+000,國1,121.6998019,25.09737331,44.09,M,005K+000,國道
005K+100,國1,121.69893,25.09694978,42.62,M,005K+100,國道
005K+200,國1,121.6981965,25.09634574,42.31,M,005K+200,國道
005K+300,國1,121.6976499,25.09559519,42.35,M,005K+300,國道
005K+400,國1,121.6972675,25.09476336,42.38,M,005K+400,國道
005K+500,國1,121.6969568,25.09390629,43.89,M,005K+500,國道
005K+600,國1,121.6966537,25.09304694,45.9,M,005K+600,國道
005K+700,國1,121.6963506,25.09218759,47.91,M,005K+700,國道
005K+800,國1,121.6960475,25.09132824,49.92,M,005K+800,國道
005K+900,國1,121.6957387,25.09047064,51.9,M,005K+900,國道
006K+000,國1,121.6953307,25.08964963,53.29,M,006K+000,國道
006K+100,國1,121.6947273,25.0889371,53.58,M,006K+100,國道
006K+200,國1,121.6939435,25.08838856,52.88,M,006K+200,國道
006K+300,國1,121.6930329,25.08803702,51.38,M,006K+300,國道
006K+400,國1,121.6920732,25.08781168,49.93,M,006K+400,國道
006K+500,國1,121.6911095,25.08760047,48.53,M,006K+500,國道
006K+600,國1,121.6901458,25.08738926,47.12,M,006K+600,國道
006K+700,國1,121.6891821,25.08717804,45.71,M,006K+700,國道
006K+800,國1,121.6882184,25.08696681,44.3,M,006K+800,國道
006K+900,國1,121.6872546,25.08675567,42.9,M,006K+900,國道
007K+000,國1,121.6862896,25.08654947,41.88,M,007K+000,國道
007K+100,國1,121.6853245,25.08634326,40.85,M,007K+100,國道
007K+200,國1,121.6843551,25.08615453,40.16,M,007K+200,國道
007K+300,國1,121.6833762,25.08601275,39.85,M,007K+300,國道
007K+400,國1,121.6823897,25.08592533,39.91,M,007K+400,國道
007K+500,國1,121.6813995,25.08588251,40.13,M,007K+500,國道
007K+600,國1,121.6804085,25.08586211,40.21,M,007K+600,國道
007K+700,國1,121.6794177,25.08583458,40.3,M,007K+700,國道
007K+800,國1,121.678429,25.08577006,40.39,M,007K+800,國道
007K+900,國1,121.6774462,25.08565333,40.57,M,007K+900,國道
008K+000,國1,121.6764754,25.08547136,40.68,M,008K+000,國道
008K+100,國1,121.6755189,25.08523485,40.67,M,008K+100,國道
008K+200,國1,121.6745826,25.084939,40.79,M,008K+200,國道
008K+300,國1,121.6736699,25.08458731,40.87,M,008K+300,國道
008K+400,國1,121.6727797,25.08419047,40.84,M,008K+400,國道
008K+500,國1,121.6719127,25.08375304,40.59,M,008K+500,國道
008K+600,國1,121.6710659,25.08328378,40.27,M,008K+600,國道
008K+700,國1,121.6702326,25.08279495,39.88,M,008K+700,國道
008K+800,國1,121.6694092,25.08229227,39.44,M,008K+800,國道
008K+900,國1,121.6685877,25.08178697,39.02,M,008K+900,國道
009K+000,國1,121.6677703,25.0812763,38.67,M,009K+000,國道
009K+100,國1,121.6669529,25.08076562,38.32,M,009K+100,國道
009K+200,國1,121.6661354,25.08025494,37.97,M,009K+200,國道
009K+300,國1,121.6653198,25.07974193,37.93,M,009K+300,國道
009K+400,國1,121.6645046,25.07922826,37.98,M,009K+400,國道
009K+500,國1,121.6636894,25.07871459,38.04,M,009K+500,國道
009K+600,國1,121.6628743,25.07820091,38.09,M,009K+600,國道
009K+700,國1,121.6620591,25.07768723,38.15,M,009K+700,國道
009K+800,國1,121.6612439,25.07717362,38.22,M,009K+800,國道
009K+900,國1,121.6604177,25.0766753,40.6,M,009K+900,國道
010K+000,國1,121.6595722,25.07620489,43.04,M,010K+000,國道
010K+100,國1,121.658705,25.07576829,44.71,M,010K+100,國道
010K+200,國1,121.6578185,25.07536464,45.56,M,010K+200,國道
010K+300,國1,121.6569087,25.07500684,45.58,M,010K+300,國道
010K+400,國1,121.6559811,25.07468916,44.74,M,010K+400,國道
010K+500,國1,121.6550376,25.07441327,42.98,M,010K+500,國道
010K+600,國1,121.6540804,25.07417968,41.21,M,010K+600,國道
010K+700,國1,121.6531127,25.07398445,40.12,M,010K+700,國道
010K+800,國1,121.6521407,25.07380817,39.54,M,010K+800,國道
010K+900,國1,121.6511654,25.07364683,39.23,M,010K+900,國道
011K+000,國1,121.6501888,25.07349255,38.94,M,011K+000,國道
011K+100,國1,121.6492121,25.07333827,38.65,M,011K+100,國道
011K+200,國1,121.648236,25.0731816,38.5,M,011K+200,國道
011K+300,國1,121.6472599,25.0730243,38.39,M,011K+300,國道
011K+400,國1,121.6462838,25.07286699,38.28,M,011K+400,國道
011K+500,國1,121.6453078,25.07270967,38.16,M,011K+500,國道
011K+600,國1,121.6443318,25.07255198,38.07,M,011K+600,國道
011K+700,國1,121.6433563,25.07239195,38.11,M,011K+700,國道
011K+800,國1,121.6423808,25.07223191,38.15,M,011K+800,國道
011K+900,國1,121.641408,25.07205896,38.2,M,011K+900,國道
012K+000,國1,121.6404498,25.07182959,38.47,M,012K+000,國道
012K+100,國1,121.6395278,25.0714998,38.45,M,012K+100,國道
012K+200,國1,121.6386511,25.07108005,38.26,M,012K+200,國道
012K+300,國1,121.6378309,25.07057375,38.1,M,012K+300,國道
012K+400,國1,121.6370507,25.07001714,37.9,M,012K+400,國道
012K+500,國1,121.6362844,25.0694445,37.57,M,012K+500,國道
012K+600,國1,121.635498,25.06889529,37.22,M,012K+600,國道
012K+700,國1,121.6346712,25.06839797,36.96,M,012K+700,國道
012K+800,國1,121.633794,25.06797856,36.72,M,012K+800,國道
012K+900,國1,121.632879,25.06763243,36.61,M,012K+900,國道
013K+000,國1,121.6319309,25.06737036,36.43,M,013K+000,國道
013K+100,國1,121.6309603,25.06718921,36.25,M,013K+100,國道
013K+200,國1,121.6299767,25.06707851,35.76,M,013K+200,國道
013K+300,國1,121.6289899,25.06699473,35.48,M,013K+300,國道
013K+400,國1,121.6280026,25.06691487,35.31,M,013K+400,國道
013K+500,國1,121.6270153,25.06683499,35.15,M,013K+500,國道
013K+600,國1,121.626028,25.06675511,34.98,M,013K+600,國道
013K+700,國1,121.6250416,25.06666717,35.18,M,013K+700,國道
013K+800,國1,121.6240545,25.06658583,35.27,M,013K+800,國道
013K+900,國1,121.6230673,25.06650448,35.37,M,013K+900,國道
014K+000,國1,121.6220802,25.06642323,35.46,M,014K+000,國道
014K+100,國1,121.6210924,25.06634864,35.45,M,014K+100,國道
014K+200,國1,121.6201046,25.06627403,35.44,M,014K+200,國道
014K+300,國1,121.6191168,25.06619942,35.43,M,014K+300,國道
014K+400,國1,121.6181291,25.06612406,35.4,M,014K+400,國道
014K+500,國1,121.6171432,25.06603165,34.8,M,014K+500,國道
014K+600,國1,121.6161572,25.06593924,34.21,M,014K+600,國道
014K+700,國1,121.6151732,25.0658316,33.89,M,014K+700,國道
014K+800,國1,121.6141907,25.06571253,34.12,M,014K+800,國道
014K+900,國1,121.6132085,25.065591,34.49,M,014K+900,國道
015K+000,國1,121.6122269,25.06546641,34.41,M,015K+000,國道
015K+100,國1,121.6112452,25.06534164,34.31,M,015K+100,國道
015K+200,國1,121.6102635,25.06521686,34.2,M,015K+200,國道
015K+300,國1,121.6092819,25.06509208,34.1,M,015K+300,國道
015K+400,國1,121.6083002,25.06496728,34.0,M,015K+400,國道
015K+500,國1,121.6073186,25.06484248,33.89,M,015K+500,國道
015K+600,國1,121.606337,25.06471768,33.79,M,015K+600,國道
015K+700,國1,121.6053553,25.06459287,33.69,M,015K+700,國道
015K+800,國1,121.6043737,25.06446805,33.58,M,015K+800,國道
015K+900,國1,121.603392,25.06434322,33.48,M,015K+900,國道
016K+000,國1,121.6024099,25.06422172,34.09,M,016K+000,國道
016K+100,國1,121.6014277,25.06410068,34.8,M,016K+100,國道
016K+200,國1,121.6004467,25.06397226,34.45,M,016K+200,國道
016K+300,國1,121.5994629,25.06386375,34.26,M,016K+300,國道
016K+400,國1,121.5984759,25.06378206,34.11,M,016K+400,國道
016K+500,國1,121.5974856,25.06374896,33.67,M,016K+500,國道
016K+600,國1,121.5964946,25.06376004,33.78,M,016K+600,國道
016K+700,國1,121.5955059,25.06382022,34.52,M,016K+700,國道
016K+800,國1,121.5945215,25.06392294,36.07,M,016K+800,國道
016K+900,國1,121.5935442,25.06407129,38.63,M,016K+900,國道
017K+000,國1,121.5925755,25.06426095,40.58,M,017K+000,國道
017K+100,國1,121.5916192,25.06449732,41.7,M,017K+100,國道
017K+200,國1,121.5906755,25.06477295,41.99,M,017K+200,國道
017K+300,國1,121.5897491,25.06509357,41.42,M,017K+300,國道
017K+400,國1,121.5888368,25.06544612,40.11,M,017K+400,國道
017K+500,國1,121.5879331,25.06581686,39.5,M,017K+500,國道
017K+600,國1,121.5870293,25.06618759,38.88,M,017K+600,國道
017K+700,國1,121.5861256,25.06655832,38.26,M,017K+700,國道
017K+800,國1,121.5852219,25.06692904,37.65,M,017K+800,國道
017K+900,國1,121.5843181,25.06729976,37.03,M,017K+900,國道
018K+000,國1,121.5834144,25.06767048,36.42,M,018K+000,國道
018K+100,國1,121.5825106,25.06804118,35.8,M,018K+100,國道
018K+200,國1,121.5816066,25.06841139,35.21,M,018K+200,國道
018K+300,國1,121.5806958,25.06876759,35.17,M,018K+300,國道
018K+400,國1,121.5797722,25.06909503,35.13,M,018K+400,國道
018K+500,國1,121.5788395,25.06940056,35.09,M,018K+500,國道
018K+600,國1,121.5778978,25.06968222,35.02,M,018K+600,國道
018K+700,國1,121.5769481,25.06994068,35.05,M,018K+700,國道
018K+800,國1,121.5759904,25.07017324,35.17,M,018K+800,國道
018K+900,國1,121.5750261,25.07038192,35.75,M,018K+900,國道
019K+000,國1,121.5740552,25.07056333,36.3,M,019K+000,國道
019K+100,國1,121.5730796,25.07072266,36.88,M,019K+100,國道
019K+200,國1,121.5720986,25.07085125,37.06,M,019K+200,國道
019K+300,國1,121.5711142,25.0709568,36.64,M,019K+300,國道
019K+400,國1,121.5701271,25.07103717,35.89,M,019K+400,國道
019K+500,國1,121.5691379,25.07109337,35.05,M,019K+500,國道
019K+600,國1,121.5681474,25.07112435,34.05,M,019K+600,國道
019K+700,國1,121.5671563,25.07112745,33.21,M,019K+700,國道
019K+800,國1,121.5661652,25.07111847,32.7,M,019K+800,國道
019K+900,國1,121.5651741,25.07110357,32.56,M,019K+900,國道
020K+000,國1,121.564183,25.0710913,32.48,M,020K+000,國道
020K+100,國1,121.5631924,25.07111668,32.84,M,020K+100,國道
020K+200,國1,121.5622089,25.07122545,33.5,M,020K+200,國道
020K+300,國1,121.5612418,25.07142154,33.55,M,020K+300,國道
020K+400,國1,121.5602996,25.07170088,32.97,M,020K+400,國道
020K+500,國1,121.5593737,25.07202301,32.41,M,020K+500,國道
020K+600,國1,121.5584488,25.07234787,31.88,M,020K+600,國道
020K+700,國1,121.5575105,25.07263743,31.69,M,020K+700,國道
020K+800,國1,121.5565471,25.07284728,31.77,M,020K+800,國道
020K+900,國1,121.555566,25.07297253,31.85,M,020K+900,國道
021K+000,國1,121.5545767,25.07302509,32.06,M,021K+000,國道
021K+100,國1,121.5535857,25.07304525,32.24,M,021K+100,國道
021K+200,國1,121.5525947,25.07306447,32.43,M,021K+200,國道
021K+300,國1,121.5516036,25.0730831,32.63,M,021K+300,國道
021K+400,國1,121.5506126,25.07310173,32.83,M,021K+400,國道
021K+500,國1,121.5496216,25.07312035,33.03,M,021K+500,國道
021K+600,國1,121.5486306,25.07313896,33.23,M,021K+600,國道
021K+700,國1,121.5476395,25.07315757,33.43,M,021K+700,國道
021K+800,國1,121.5466485,25.07317617,33.63,M,021K+800,國道
021K+900,國1,121.5456575,25.07319476,33.83,M,021K+900,國道
022K+000,國1,121.5446665,25.07321335,34.03,M,022K+000,國道
022K+100,國1,121.5436754,25.07323192,34.23,M,022K+100,國道
022K+200,國1,121.5426844,25.0732505,34.43,M,022K+200,國道
022K+300,國1,121.5416934,25.07326906,34.63,M,022K+300,國道
022K+400,國1,121.5407024,25.07328219,33.19,M,022K+400,國道
022K+500,國1,121.5397115,25.07326851,31.69,M,022K+500,國道
022K+600,國1,121.5387229,25.07320863,30.57,M,022K+600,國道
022K+700,國1,121.5377392,25.07309807,29.98,M,022K+700,國道
022K+800,國1,121.5367574,25.0729743,30.48,M,022K+800,國道
022K+900,國1,121.5357758,25.07284854,31.19,M,022K+900,國道
023K+000,國1,121.5347942,25.07272365,31.98,M,023K+000,國道
023K+100,國1,121.5338093,25.07262398,33.6,M,023K+100,國道
023K+200,國1,121.5328196,25.07263077,34.65,M,023K+200,國道
023K+300,國1,121.5318444,25.07278346,36.21,M,023K+300,國道
023K+400,國1,121.5309058,25.07307165,38.36,M,023K+400,國道
023K+500,國1,121.5299924,25.07342219,39.47,M,023K+500,國道
023K+600,國1,121.529079,25.07377272,40.58,M,023K+600,國道
023K+700,國1,121.5281656,25.07412325,41.69,M,023K+700,國道
023K+800,國1,121.5272522,25.07447378,42.8,M,023K+800,國道
023K+900,國1,121.5263388,25.07482429,43.91,M,023K+900,國道
024K+000,國1,121.5254253,25.0751748,45.02,M,024K+000,國道
024K+100,國1,121.5245103,25.07552184,45.8,M,024K+100,國道
024K+200,國1,121.5235856,25.07584684,45.7,M,024K+200,國道
024K+300,國1,121.5226527,25.07615186,45.16,M,024K+300,國道
024K+400,國1,121.521713,25.0764389,44.02,M,024K+400,國道
024K+500,國1,121.5207661,25.07670545,42.5,M,024K+500,國道
024K+600,國1,121.5198109,25.07694611,40.92,M,024K+600,國道
024K+700,國1,121.5188499,25.07716686,39.36,M,024K+700,國道
024K+800,國1,121.5178825,25.07736328,37.77,M,024K+800,國道
024K+900,國1,121.5169109,25.07754122,35.99,M,024K+900,國道
025K+000,國1,121.5159356,25.0777018,34.38,M,025K+000,國道
025K+100,國1,121.5149559,25.07783889,33.21,M,025K+100,國道
025K+200,國1,121.5139721,25.07794893,32.51,M,025K+200,國道
025K+300,國1,121.5129856,25.07803722,32.01,M,025K+300,國道
025K+400,國1,121.511997,25.0781033,32.07,M,025K+400,國道
025K+500,國1,121.511007,25.07814804,32.4,M,025K+500,國道
025K+600,國1,121.5100161,25.07816948,33.24,M,025K+600,國道
025K+700,國1,121.509025,25.0781728,34.63,M,025K+700,國道
025K+800,國1,121.5080341,25.0781486,35.95,M,025K+800,國道
025K+900,國1,121.5070442,25.07810272,36.94,M,025K+900,國道
026K+000,國1,121.506056,25.078033,37.68,M,026K+000,國道
026K+100,國1,121.50507,25.07794021,37.89,M,026K+100,國道
026K+200,國1,121.5040866,25.07782732,37.59,M,026K+200,國道
026K+300,國1,121.5031068,25.07769084,36.74,M,026K+300,國道
026K+400,國1,121.5021307,25.0775342,35.65,M,026K+400,國道
026K+500,國1,121.5011604,25.07735034,34.32,M,026K+500,國道
026K+600,國1,121.5001952,25.07714499,33.15,M,026K+600,國道
026K+700,國1,121.499234,25.07692452,32.6,M,026K+700,國道
026K+800,國1,121.4982746,25.07669742,32.5,M,026K+800,國道
